,cleaned_text,topic_hl,cat codes,inference,predicted_class,prob,predicted_code
282,They really only know one tune ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.8227390050888062}",,0.0,0
283,I saw a Bangor postman in long trousers yesterday! We really are in the upside down! ❄️🥶 #RoyalMail #Winter #Gaeaf,Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9870988726615906}",,0.0,0
284,#hermes please can you train your drivers on pushing doorbells please! #royalmail thank you for picking it up after finding it blown down the road and delivering it @hmunitedkingdom  you may want to look for an alternative courier. Royal mail or @DPDgroup are amazing ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9595640897750854}",,0.0,0
285,Cute mail box #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9639949798583984}",,0.0,0
286,Never ceases to amaze me how many people send christmas cards with incorrect addresses on them. And people who put these bows on their door blocking the letterbox 🤔 #rantover #Christmas #royalmail #PostalWorkersDay ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9594683647155762}",,0.0,0
287,#PostOffice / #RoyalMail just knocked a wall down and drove off.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9601556062698364}",,0.0,0
288,"Put your stamp on Christmas – become a Seasonal #MailSorter at @RoyalMail - #Stafford Sorting Cent 

Find out more: 

#StaffordJobs #RoyalMail #Hiring ",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9781852960586548}",,0.0,0
289,"#Royalmail have proper pissed me off, delivered a recorded delivery parcel to my neighbour that was ment for me with no note to let me know",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9633834958076477}",,0.0,0
290,You go online to change your delivery date yet they try to deliver it today. FFS stuff your strike you don’t deserve a pay rise #RoyalMail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9594661593437195}",,0.0,0
291,I delivered a @SidemenClothing xix parcel to someone the other day and I was super jealous 🥴😫 #royalmail #postwomantings,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9535263776779175}",,0.0,0
292,Long suspected. #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9619395136833191}",,0.0,0
293,It really is the #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9623226523399353}",,0.0,0
294,"It,s a slightly bulky Christmas card that gave the impression that cash  or goodies may be enclosed. Only thing stolen @RoyalMail reputation ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.963106095790863}",,0.0,0
295,"#Investor revolt over #RoyalMail boss's pay deal is biggest for years. #prestonhour

",Politics,3,"{'label': 'Politics', 'score': 0.9627453088760376}",,0.0,0
296,"✉ Reply n. 346 👑
Wedding thank-you from HSH Princess Alexandra of Sayn-Wittgenstein-Berleburg and Count Michael Ahlefeldt-Laurvig-Bille
----------------------
#royalmail #royalletters #royalreply ",Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.984899640083313}",,0.0,0
297,@krispykremeUK Why aren’t #royalmail workers not on the list,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9544833898544312}",,0.0,0
298,"✉ Replies n. 356 - 357 👑
💌 Birthday reply from HRH Prince Louis of Luxembourg 
💌 Birthday reply from HRH The #DuchessOfSussex

#royalmail #royalletters #royalreply ",Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9849951863288879}",,0.0,0
299,So the response to growing #postaldelays is to cut 700 staff #royalmail … surely you want to increase your staff clear the backlog,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9566184282302856}",,0.0,0
300,Hope royal mail comes wi me parcel thas tekin piss nar... am tellin thi #royalmail 😂👍,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9622981548309326}",,0.0,0
301,"UK #RoyalMail CEO #RicoBack forced to resign: Next stage opens in postal workers’ struggle

Back’s departure marks the beginning of a new offensive of which the Communication Workers Union “discussions” with the company form a crucial part #socialism2020

",Financial News,1,"{'label': 'Politics', 'score': 0.5331618189811707}",,0.0,0
302,"#Investor revolt over #RoyalMail boss's pay deal is biggest for years. #BrumHour

",Politics,3,"{'label': 'Politics', 'score': 0.9621546864509583}",,0.0,0
303,"Me waiting for @RoyalMail to deliver the first class letter they’ve been holding since last Tuesday while other first class letters sent out the day before arrived faster... yes Royal Mail HURRY THE HECK UP... gawd...
#RoyalMail ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.961824893951416}",,0.0,0
304,"Mail ....mail of the unicorn variety, full of love from the niece #penpals #love #royalmail ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9504672288894653}",,0.0,0
305,1977 Chemistry #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postagestampsuk #postalstamps #royalmail #postage #postagestamps  #royalmailstamps #postagestamps #collectingstamps #chemistry #chemistrystamps ,Philately,2,"{'label': 'Philately', 'score': 0.9844363927841187}",,0.0,0
306,"Round of applause #RoyalMail  @parcelforce for smashing a charity item in transit and ignoring emails to customer services...c*#ts.

#yodel",Customer Service,0,"{'label': 'Customer Service', 'score': 0.959837794303894}",,0.0,0
307,#RoyalMail shares plunge on profit warning ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9526976943016052}",,0.0,0
308,"✉ Reply n. 337 👑
Birthday reply from HH The Duke of Mecklenburg 
----------------------
#royalmail #royalletters #royalreply ",Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9845890402793884}",,0.0,0
309,#royalmail  your android complaints form is useless!,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9611538648605347}",,0.0,0
310,Lovely story. Such kindness: Driver leaves toy gift for man who waves at M6 traffic #RoyalMail  ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9623278379440308}",,0.0,0
311,Royal Mail Apprenticeship scheme...APPLY NOW!  #apprenticeship #apprentice #job #work #RoyalMail,Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9773820042610168}",,0.0,0
312,The Queen came to visit 5SC today to deliver some post #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9629297852516174}",,0.0,0
313,How come my special delivery takes 7 months ?? #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9637368321418762}",,0.0,0
314,"#Postman / #Postwoman with #Driving 27.5 hrs p.w 
@RoyalMail  #Wallington #Sutton   #Jobs #CustomerServiceJobs #DeliveryDriver #RoyalMail #DrivingJobs #SM1Jobs #SuttonJobs",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9780628085136414}",,0.0,0
315,"As much as I support striking for better pay, 19 days is gonna really fuck over small businesses #royalmail",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9493221044540405}",,0.0,0
316,"BBC News - #RoyalMail offers free parcel pick-up as delivery war looms
",Customer Service,0,"{'label': 'Customer Service', 'score': 0.961510419845581}",,0.0,0
317,#RoyalMail What a total bunch of cowboys. Mon 21st failed to deliver any mail to my road or local business 24th &amp; 25th staff acting like school kids Today 26th failed to deliver and mail to homes or businesses.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9622429609298706}",,0.0,0
318,@pinkperlz they all look like they got there in great condition !! #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9613626003265381}",,0.0,0
319,#royalmail #royalmailairdrie dont know if you have seen the news there was a election on thursday. So why if i have no actual mail has one of your postmen just put a flyer through my door..,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9630693793296814}",,0.0,0
320,Postman brap and his black and white wap #royalmail #blackpostbox ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9622712135314941}",,0.0,0
321,"#postman #royalmail rant: Arranged to work from home for deliveries due today, ninja postman sneaks missed delivery card through the letter box and then vanishes! Aaargh!!",Customer Service,0,"{'label': 'Customer Service', 'score': 0.964525580406189}",,0.0,0
322,How stupid of me to go to the #RoyalMail collection office to collect my parcel !! #idiots,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9640218615531921}",,0.0,0
323,Lovely day our in my home town. Resident urged to help out by not adding to build ups. Even the #royalmail is lending its post boxes  #edinburgh #BinStrikes #bin #rubbish ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9311202764511108}",,0.0,0
324,Just received my morning mail with a letter from #royalmail marked Do not Bend. Great team effort! ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9634472727775574}",,0.0,0
325,"Pleasent surprise this morning when I’ve come to empty one of the post box’s . Rather than finding empty crisp packets and chippy wrappers inside, this as been placed on top #nhs #royalmail #oldham @CWUnews ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.960411787033081}",,0.0,0
326,Having your parcel delivered by mail is the pits! #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9640224575996399}",,0.0,0
327,"Painting I sent via #RoyalMail SPECIAL DELIVERY, covered in FRAGILE stickers arrives smashed, customer cancels 2 other orders #BrokenBritain",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9605081081390381}",,0.0,0
328,2005 Farm Animals pack #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postagestampsuk #postalstamps #royalmail #postage #postagestamps  #royalmailstamps #postagestamps #collectingstamps #farmanimals #animals ,Philately,2,"{'label': 'Philately', 'score': 0.9843252897262573}",,0.0,0
329,"✉ Reply n. 335 👑
Birthday reply from HM King Albert II of Belgium 
----------------------
#royalmail #royalletters #royalreply ",Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9847632050514221}",,0.0,0
330,#royalmail text msg saying I missed parcel I stood at door with it open looking at royal mail van it pulled up and pulled away. Not happy kids on holiday router broke new one not delivered #royal mail lazy postman,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9643463492393494}",,0.0,0
331,Nice picture of the #royalmail sorting office on #London road.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9578539133071899}",,0.0,0
332,#RoyalMail should NOT be using plastic envelopes,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9614288210868835}",,0.0,0
333,#RoyalMail customer support phone number rabbit warren of options designed to prevent you talking to a person that can help. Devious.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9540799856185913}",,0.0,0
334,Making direct mail a family affair #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9615731239318848}",,0.0,0
335,Anyone else had #RoyalMail delete tweets if you tag them asking a question about delivery?,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9600435495376587}",,0.0,0
336,New royal letter from Luxembourg 🇱🇺 #royalletter #Royal #royalreply #royalmail #Christmas #Luxembourg ,Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9838772416114807}",,0.0,0
337,Oy #RoyalMail get your bleeding act together,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9581577777862549}",,0.0,0
338,"@evri Parcel so late I’m away til after last collection date. Divert info says only TO parcelshop, not FROM. ‘Help’ bot goes in circles. Shittest company on earth &amp; yet we mugs keep using it. Why??
I’m back to #RoyalMail from now on.",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9575889110565186}",,0.0,0
339,The liquid was thrown from a car ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9610275626182556}",,0.0,0
340,"@AskLloydsBank just receive my new card but envelope came half open looks like someone was taking a peek, slightly concerned #Royalmail",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9632447957992554}",,0.0,0
341,MILLENNIUM CAPITAL PARTNERS LLP declares that on April 06 it reduced its net short position on ROYAL MAIL PLC from 0.5% to 0.37%  #RoyalMail,Financial News,1,"{'label': 'Financial News', 'score': 0.9746777415275574}",,0.0,0
342,They always shove everyone's letters though my door #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9630972743034363}",,0.0,0
343,@HelloU23226562 It is a scam i think.   #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9571103453636169}",,0.0,0
344,I always thought 1st class was next day #pathetic #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9598861336708069}",,0.0,0
345,"#RoyalMail in legal bid to block national #Christmas #strike

",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9592927098274231}",,0.0,0
346,Raging at @RoyalMail 3 separate cards and a recorded delivery parcel all sent first class on Tuesday for a special birthday on Friday and still none have turned up!!!! 😡😡 #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9630070328712463}",,0.0,0
347,Our #RoyalMail should also issue similar commemorative stamps to celebrate our service personnel heroes.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9594984650611877}",,0.0,0
348,@BThroughParty Every public sector worker should after years of pay restraint under the Tories ✊🏻 #GeneralStrikeNow,Politics,3,"{'label': 'Politics', 'score': 0.9696651101112366}",,0.0,0
349,#royalmail is one of this shit sent first class tracked on 16/12 still waiting,Customer Service,0,"{'label': 'Customer Service', 'score': 0.962022602558136}",,0.0,0
350,@RoyalMailHelp is there a number where i can spk to someone please.  Website just takes us into a Rabbit hole of endless links and forms. I need to speak to a human urgently - #MissingMail Sacks collected by RM - where r my sacks frm 4th June &amp; 10 Jul? #royalmailFail #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9577235579490662}",,0.0,0
351,@RoyalMailHelp I sent my marked-up copy of my novel to my publishers @welbeckpublish by recorded delivery 2nd August… The envelope arrived but the contents was missing. This was my unique master copy. What do I do now?? #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9615156650543213}",,0.0,0
352,"@las930 Blunder as #RoyalMail paints postbox near wrong hospital to thank NHS
 ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9629294276237488}",,0.0,0
353,#POLITENOTICE as it's a busy season for #royalmail please bare this in mind when your order from… ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9551740884780884}",,0.0,0
354,"2 days on the trot now, another customer and yes I do like my thank you treat
#postie #royalmail #cwu ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9506055116653442}",,0.0,0
355,#RoyalMail union threatens strike to protest #pension plan freeze ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9623227715492249}",,0.0,0
356,"Another Christmas present gone astray/lost in the @RoyalMail @RoyalMailHelp system!! Bloody useless 😡 
England shirt sent first class tracked and signed for on 30 December. Never arrived. Never mind I’ll make a claim through the system #royalmailatitsfinest #royalmail ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9604433178901672}",,0.0,0
357,"At  you can add on a 1st class stamp when buying a postcard, meaning you can send out some #happymail as soon as you receive your order. This one from @2Bmcr_ would brighten up the posties day as well as the lucky recipients! #royalmail ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.959801435470581}",,0.0,0
358,CITADEL ADVISORS LLC declares that on June 01 it reduced its net short position on ROYAL MAIL PLC from 0.74% to 0.69%  #RoyalMail,Financial News,1,"{'label': 'Financial News', 'score': 0.9733670949935913}",,0.0,0
359,@UKLabour @Keir_Starmer I heard you promised the Posties that you'll renationalise #RoyalMail Funny how you haven't publicised that @DaveWardGS @CWUnews,Politics,3,"{'label': 'Politics', 'score': 0.9757229089736938}",,0.0,0
360,"Very happy to welcome @CWUnews meeting to the #Molineux yesterday. Supporting #TerryPullinger and #CWU all the way.

#WeRiseAgain  #royalmail

@wswlabour 
@WMLabour ",Politics,3,"{'label': 'Politics', 'score': 0.943082869052887}",,0.0,0
361,Through to the #assessmentcentre with #royalmail? Listen here for #jobsearch tips on how to perform at your best  #gradjobs #graduatejobs #graduatescheme,Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9774602651596069}",,0.0,0
362,"#royalmail 
 Can you explain way the post box are blocked.#simonbacon @ Oaklands Littleover ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9585415124893188}",,0.0,0
363,@Hermesparcels returning parcels for no apparent reason. Poor customer service. Probs never use these cowboys again even when half the price of #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.959558367729187}",,0.0,0
364,"BBC News - #RoyalMail staff absences double levels of 2018
",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9516052007675171}",,0.0,0
365,Four more Christmas cards delivered by #RoyalMail #watford today posted before last date making total of twelve since #xmas What excuse for two week 2nd Cl delivery? ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9630674123764038}",,0.0,0
366,"Postperson with Driving - Haywards Heath Delivery Office (RH16 1AA) Competent Cleaners Ltd. An exciting and rare opportunity to join our small team of specialis... VISIT 

#RoyalMail #Jobs2Apply4 ",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9784314036369324}",,0.0,0
367,"On it's way from where scanned by #royalmail more than 2 days ago, yet no sign",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9634039998054504}",,0.0,0
368,@kpowell84 @TheSun that Amazon company will forever be inferior to us! #royalmail 👊📮,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9491170644760132}",,0.0,0
369,If only these were actually issued to mark the current dilemmas of the UK #EU #Uk #brexit #customsunion #daviddavis #irishborder #devolution @DAaronovitch @JohnRentoul @johnprescott @Peston @Jo_Coburn @AndrewMarr9 @bbcnickrobinson @BBCNormanS #RoyalMail #philately #DadsArmy ,Politics,3,"{'label': 'Politics', 'score': 0.9775345325469971}",,0.0,0
370,Any #Suit at @RoyalMail dare to give me a call to answer why even TRACKED items go missing all from same Manifest batch. This time I won't be fobbed off by your pathetic excuses #Royalmail bosses need to speak to customers. @RoyalMailHelp,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9572305083274841}",,0.0,0
371,@ThatTimWalker does anyone take cable seriously #RoyalMail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9550038576126099}",,0.0,0
372,#Royalmail on #strike  like ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9591773152351379}",,0.0,0
373,MARSHALL WACE LLP declares that on October 27 it reduced its net short position on ROYAL MAIL PLC from 0.59% to 0.48%  #RoyalMail,Financial News,1,"{'label': 'Financial News', 'score': 0.9738967418670654}",,0.0,0
374,@paullewismoney @Hepworthclare Or use email and text messaging! #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9550373554229736}",,0.0,0
375,20 years service award from #RoyalMail 🙏 ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9603427052497864}",,0.0,0
376,Why today does click and drop want to mess with me #lawofsod #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9608420133590698}",,0.0,0
377,#Postman / #Postwoman with #Driving 30 hrs p.w @RoyalMailGroup  #WorcesterPark  #Jobs #RoyalMail #CustomerService #DrivingJobs #SM1Jobs #SuttonJobs,Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9782667756080627}",,0.0,0
378,"@mattdrummond142 @leftielancastr1 should never got as far as court , see bit about reporting it to management
#RoyalMail 
 ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9368706941604614}",,0.0,0
379,When The postman thinks its his job to post a card not deliver packages when you can see people are in the house #royalmail #Useless,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9636380672454834}",,0.0,0
380,Royal Mail crashes after shock profits warning  ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9636967182159424}",,0.0,0
381,#royalmail managers to go on strike .. will anyone notice?,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9609723091125488}",,0.0,0
382,Xmas time again and posties helping themselves. Just had this posted. Corner ripped off. It was clearly a xmas card. Fortunately it contained a cheque rather than cash.  Was the only item pushed thru letterbox so they knew it was tampered with. #disgusted #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9634010195732117}",,0.0,0
383,"Sunday, and our amazing postman is working! Thank you #royalmail #putney ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9590790867805481}",,0.0,0
384,#RoyalMail wins injunction to block 48-hour #strike ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.962114691734314}",,0.0,0
385,"Supply and demand in the magical universe of Royal Mail. Or how to destroy a company:
Due to reduced demand for their crumbling service they've decided the solution is to put up the cost of a 1st class stamp by 12%. At a time when inflation is 0.7%
That'll end well...
#royalmail",Financial News,1,"{'label': 'Financial News', 'score': 0.968400776386261}",,0.0,0
386,@BoltonLibDems @tinternetqueen @JulieHilling @BoltonLabour @BoltonYoungLab @TheBoltonNews I was lifelong LibDem voter 'til you got into bed with 1 of the most vile govts ever &amp; proceeded to act like tory 'mini-me's' screwing the country blind. #TuitionFees #RoyalMail #BedroomTax many others. I'm now a paid up member of the #LabourParty I will NEVER vote Fibdem again,Politics,3,"{'label': 'Politics', 'score': 0.9783969521522522}",,0.0,0
387,#royalmail - picked these up on one walk round my village - from our post workers delivering mail - can you ask them all to stop dropping elastic bands as they are lethal to wildlife and cause so much suffering if injested or if caught round their bodies ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9631446003913879}",,0.0,0
388, Come along to show your support for striking #RoyalMail workers in #Chesterfield.  @CWUSouthyorks @CWUnews @D_Times @derbyshire_live @SpireRadioChes @ChesterfieldClp @BBCSheffield #CostOfLivingCrisis #cwu ,Politics,3,"{'label': 'Politics', 'score': 0.977586567401886}",,0.0,0
389,That blissful moment when you get #RoyalMail !!! Finally got my print edition of @bof all the… ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9607277512550354}",,0.0,0
390,"Postman/Postwoman with Driving @RoyalMail #Livingston
Apply/Info 
#RoyalMail #WestLothianJobs ",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9790191650390625}",,0.0,0
391,"A major island grip, postage! Extra charges or non delivery, we like most of the Uk get #royalmail collection everyday apart from Sunday.  I started selling online last month  Here’s our parcels going off on the ferry #islandlife #calmac ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9595762491226196}",,0.0,0
392,Britain struggles in the snow  #snow #winter #offtowork #workday #royalmail #britain… ,Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.986858606338501}",,0.0,0
393,"Credit where credit is due @RoyalMail posted a parcel 2nd class, on Friday morning, from my village post office. I had a message to say it had been delivered 👍 #parcel #christmas #royalmail #postoffice",Customer Service,0,"{'label': 'Customer Service', 'score': 0.960459291934967}",,0.0,0
394,2016 Mr Men Little Miss #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #postage #postagestamps #postagestamp #mrmen #littlemiss ,Philately,2,"{'label': 'Philately', 'score': 0.9843559861183167}",,0.0,0
395,@arleneseesit #royalmail is dire right now,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9579354524612427}",,0.0,0
396,"You use their service everyday, but have you checked out their #graduatescheme? Listen her to find out more about the opportunities with #royalmail  #gradjobs #graduatejobs #jobsearch",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.977696418762207}",,0.0,0
397,Royal Mail London postie jobs: How much it pays and how long you'll have to walk  #london #RoyalMail #innovative #different #recruitment  ,Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9784415364265442}",,0.0,0
398,"wow Xmas Card arrives posted in Hitchin 20th December perfectly addressed with a postcode, 1st class stamp. #RoyalMail privatised #snailmail my d-i-l kept asking if the card had arrived... this is not good enough.. we post very little since the unable cable damaged our #RoyalMail",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9627191424369812}",,0.0,0
399,Spanish royal coat of arms. 🇪🇸  #royalletter #royalletter #royalmail #Royal #Christmas #spain ,Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9831666350364685}",,0.0,0
400,Postman pat.. postman pat and his black and white cat ... #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9636454582214355}",,0.0,0
401,@RoyalMail Makes a change for #RoyalMail post anything on time😬,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9603396058082581}",,0.0,0
402,1990 RSPCA #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #postage #postagestam #postagestamp #rspca ,Philately,2,"{'label': 'Philately', 'score': 0.984253466129303}",,0.0,0
403, Why taking back our #RoyalMail is a great deal.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9483022689819336}",,0.0,0
404,Mailman brought #RoyalMail post in a few,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9599519371986389}",,0.0,0
405,#Postman / #Postwoman with #Driving - #Balham #London @RoyalMailGroup  #Jobs #CustomerServiceJobs #RoyalMail #DrivingJobs #SM1Jobs #SuttonJobs,Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9783438444137573}",,0.0,0
406,wow that tops it gone past my house twice the stupid fuckwits should have just delivered it...🤷🏻‍♀️ whos incharge of #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9620890021324158}",,0.0,0
407,Shock #royalmail lost another 3 invites. Privatise the fucking useless cunts!,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9605833292007446}",,0.0,0
408,a christmas carol.....#royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9606196284294128}",,0.0,0
409,"So my lovely friend sent my son a parcel addressed to Georgeosarus, @RoyalMail won’t give me the parcel despite the obvious fun name and my ID with matching address. Where is the common sense????",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9631181359291077}",,0.0,0
410,"#RoyalMail fined record £50m for breaking competition #law

",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9442549347877502}",,0.0,0
411,#RoyalMail parcel service worst in the world I'd say. Tracking is non existent updated only when it's nearly at the door &amp; postman who taps quietly on the door 🙄 so its next day pick up myself now,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9634397029876709}",,0.0,0
412,2005 Castles Definitives stamp pack #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #postage  #postagestamp #Castle #castles #definitive ,Philately,2,"{'label': 'Philately', 'score': 0.9844777584075928}",,0.0,0
413,Found a card from #RoyalMail that there is an item for a person with surname Still with a customs charge of... ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9612857103347778}",,0.0,0
414,Missed delivery today but thanks #royalmail  for marking as delivered so I can't rearrange ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9628949761390686}",,0.0,0
415,@Philatelovely @RoyalMail #RoyalMail red still looks so smart ....hope you’ve had a good Friday despite the weather 🌦☔️,Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9496023654937744}",,0.0,0
416,@RoyalMail Also did the postman think his was actually delivering in Immingham Dn40 when he was delivering his mail in Cumbria LA12  the letter was correctly written I'm thankful to the person who actually received the mail to be kind enough to repost stating where it has been..#royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9620260000228882}",,0.0,0
417,"ok so i just checked about a package i am expecting, and turns out they tried to deliver it on the 19th and ""noone was home"" bitch i was home, noone rang the bell and no leaflet was left behind to say ""come pick it up"" #royalmail needs to hire people that arent blind or dumb",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9631020426750183}",,0.0,0
418,Is it any wonder #mail gets stolen or  goes missing This clown expects people to collect their own mail or wants wardens to deliver it !! NOT Good Enough #RoyalMail This #postie may as well have stolen mail or binned it as they Did not Deliver to door @PandCExpress @WDHupdate,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9634449481964111}",,0.0,0
419,"#RoyalMail Basildon collections
20-30 people queuing and just one guy working, approx 1 minute per collection - some 5 minutes to say ‘can’t find parcel’😡",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9570881724357605}",,0.0,0
420,CITADEL ADVISORS LLC declares that on April 27 it increased its net short position on ROYAL MAIL PLC from 0.82% to 0.9%  #RoyalMail,Financial News,1,"{'label': 'Financial News', 'score': 0.9734809398651123}",,0.0,0
421,"#Royalmail computers all down no phone numbers Xmas temp family and friends, very sad day",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9635027050971985}",,0.0,0
