,tweet_id,user.username,topic,cleaned_text
11982,1.610744732522582e+18,barrylftitknapp,"['strike', 'service', 'card', 'lost']",#royalmail  been in new house 1 Calender month not 1  letter through the post?? Even paying for redirect from old address??? I know you been on strike not 1 letter bill Christmas card please let me know why??????😡😡😡😡#redirectpost  #royalmailpost
11984,1.6140218759566172e+18,JoMaguire13,"['strike', 'service', 'card', 'lost']",16th Jan and it has still not made its way to @HenryHarman23 #NZpost #RoyalMail
11985,1.6180030216818196e+18,embedded_iot,"['strike', 'service', 'card', 'lost']",That is quite shocking #RoyalMail. He's gone imho. 
11987,1.6205053599863357e+18,madeleinemaste4,"['strike', 'service', 'card', 'lost']",@FayRipley My local post office said they get daily updates about it 😬letters are ok it seems but nothing going abroad parcel wise - what what what is going on #royalmail say their service continues to be disrupted ???
11988,1.6226883748541932e+18,ProjectKearsley,"['strike', 'service', 'card', 'lost']","The Guardian: #RoyalMail staff to stage 24-hour strike on 16 February.
"
11992,1.6287124711448945e+18,EleanorDallaway,"['strike', 'service', 'card', 'lost']","@SmithFabbro @BrianHonan @ciaranmartinoxf @joe_carson Buzzing to have you on the @Assured_Intel team, Gordon, and loved your #RoyalMail feature! Get ready for round 2...!"
11996,1.6312091624902328e+18,WasifSiddd,"['strike', 'service', 'card', 'lost']",@SkyNews @BBCNews how to letting #royalmail to get away like this and playing with emotions? @paulscullymp @RishiSunak
11997,7.488512969716859e+17,shaggywargaming,"['card', 'sent', 'letter', 'received']",Typical waiting all morning for a parcel pop out for 5 minis and missed it... Picking up my trolls tomorrow then 😒 #mk3 #hordes #RoyalMail
11999,7.732934082910659e+17,boturbotrader,"['card', 'sent', 'letter', 'received']",Torquay is hotspot for online shopping at Easter ##RoyalMail... 
12000,7.937952036730266e+17,pers_treasures,"['card', 'sent', 'letter', 'received']","I hate when #royalmail looses my parcels (or so I thought)!
This keyring was posted to the out… "
12001,8.118853952481157e+17,ccfc_bluebirds,"['card', 'sent', 'letter', 'received']",I think you may be too late to put anything in this for #Christmas #Cardiff #photography #royalmail 
12002,8.181188510157005e+17,BookSwapSteve,"['card', 'sent', 'letter', 'received']","Why in 2017 is it so difficult to just print a stupid stamp. I have to waste a whole A4, no nice little dymo label? #RoyalMail #WTF"
12003,8.26867803835732e+17,Moodymango,"['card', 'sent', 'letter', 'received']",When you pay for a next day delivery and the post is so late you end up missing the bloody postman! #Royalmail... 
12005,8.366300137598812e+17,RuthESS,"['card', 'sent', 'letter', 'received']",@G4Official .Finally I have my original copy sent to old address. Absolutely fuming that #Royalmail failed to redirect after paying 6 mnths- 
12006,8.732952175789752e+17,BeckyNoShoes,"['card', 'sent', 'letter', 'received']",Missed my delivery today  *new shoes* #royalmail can't believe I can only pick them up tomorrow between 7:05am to 7:15am. cutbacks huh 😂😂😂
12007,9.22122045143552e+17,GallifreyanWolf,"['card', 'sent', 'letter', 'received']",That is the 3rd delivery international that has gone missin through #royalmail So annoyed that if it is non tracked then just never arrives!
12008,9.409451113613885e+17,markthecard,"['card', 'sent', 'letter', 'received']",Anyone in the South West not received their post from the North today ? #royalmail #christmaspost @PlymouthHerald
12009,9.417681669712404e+17,moodygnome,"['card', 'sent', 'letter', 'received']",Is there no shame? Waited in all day for #royalmail only to get an email saying ‘you weren’t in’ Fuckers never even tried the doorbell
12012,9.717378108425953e+17,debbylyall74,"['card', 'sent', 'letter', 'received']","#royalmail Appalling service. Parcels left in full wheelie bin. Wheelie bin emptied, including my parcels. Rang to complain. My problem apparently to sort with eBay. No help at all offered from Royal Mail. Terrible service. Not happy!"
12013,9.720120034757714e+17,Al_Mc72,"['card', 'sent', 'letter', 'received']",be a continuation to this story.. will this latest parcel show up... it’s not like they’ve  not “lost” items in the sorting office after they try to deliver them. #RoyalMail #FAIL
12014,9.98900928030892e+17,lakingsfan82,"['card', 'sent', 'letter', 'received']",You put on the door no junk mail so people won’t shove it in your door but then the dam @RoyalMail delivers the stupid junk mail instead 😡 they should stick to letters not shoving crap in our doors #royalmail #junkmail #justsayin 
12015,1.0296912103347118e+18,SammayorOwen,"['card', 'sent', 'letter', 'received']",Does anyone remember when your post was delivered by 7.30am?... those were the good days...12.30 and still waiting #royalmail #foreverwaiting
12016,1.0381095059581624e+18,kareembid,"['card', 'sent', 'letter', 'received']","@RoyalMailHelp These items I sold in March!? Do you think the recipient will remember?  Even if they did, they got a refund from me and they are not obliged to response to me or #royalmail so what we can do from here? I can’t force them to respond!!"
12018,1.0647841170474844e+18,Dorsetmums,"['card', 'sent', 'letter', 'received']",This is the first year we've written to Father Christmas via Royal Mail and I thought I'd include a cheeky request from Mummy. ☺ #Christmas #royalmail #fatherchristmas 
12019,1.0652173458352292e+18,lauraalou94,"['card', 'sent', 'letter', 'received']",@RoyalMailHelp not being funny but the fact that it says that someone tried to deliver and no one was in when I’ve literally been at home all morning and the doorbell didn’t go off once. Your postmen just obviously can’t be arsed to ring a doorbell. Fucking useless #royalmail 
12021,1.0710542720228762e+18,ThisIs__James,"['card', 'sent', 'letter', 'received']","@RichaadEB I pre-ordered in May, with the game being dispatched 2 days ago, and people in the US are getting theirs delivered before mine has arrived. The UK postal system is atrocious. #StillWaiting #RoyalMail I JUST WANNA PLAY!"
12023,1.073225071223808e+18,ManaboutLdn,"['card', 'sent', 'letter', 'received']",I’m fucking furious with @RoyalMail sending my @WatchShop parcel to the wrong depot!!!! No response from either organisation!! If it gets here I’m returning it!! Needed it for tonight!!! No wonder #royalmail is losing business to its competitors
12024,1.0764572295812014e+18,PretenderClift,"['card', 'sent', 'letter', 'received']","So glad I ordered a specially made Christmas card for it to come bent even when it states, do not bend? Smh @RoyalMail #RoyalMail "
12025,1.0809780654953882e+18,VikkiWhitemore,"['card', 'sent', 'letter', 'received']",@HMRCcustomers can you help? I paid the customs charge to #RoyalMail but need to claim it back as it was a gift with a value of NZ$75
12026,1.1037623630130463e+18,RossVlogs,"['card', 'sent', 'letter', 'received']",Disappointed with #royalmail nominated day delivery comes along with failure to receive parcel on that day... 😖
12028,1.1177362248594145e+18,DevonChilliMan,"['card', 'sent', 'letter', 'received']",All #carolinareaper 🌶🍫🐣🔥#eastereggs have been shipped this morning 🙏thanks so much to all who ordered them 🌶🥊 I’ve wrapped with great care as best I could so let’s hope #royalmail handle them with care… 
12029,1.1938451158292808e+18,PalmersLaw,"['card', 'sent', 'letter', 'received']","#RoyalMail in legal bid to block national #Christmas #strike

"
12030,1.1939013959902536e+18,rpjsolicitors,"['card', 'sent', 'letter', 'received']","#RoyalMail in legal bid to block national #Christmas #strike
 
"
12032,1.200746346917122e+18,Kabuk1,"['card', 'sent', 'letter', 'received']",Since when can't you go into the post office and pay for postage and get a receipt and then fill out your package and drop it off later. What a waste of time. Went to pay for postage and left without because of this bs. #royalmail And don't get me started on their shit delivery.
12033,1.2047720234965238e+18,SPMVOAK,"['card', 'sent', 'letter', 'received']",📮✉️CHRISTMAS POSTIES AT WORK✉️📮 Some of our children were put to work this afternoon to sort the masses of Christmas post! #MalvernVale #RoyalMail #Christmas2019 @MalvernValeElm 
12034,1.205168675281625e+18,C20thPosters,"['card', 'sent', 'letter', 'received']",A Christmas appeal from the Ministry of Labour &amp; National Service 70 years ago #royalmail 
12036,1.2373365423870812e+18,shalfc,"['card', 'sent', 'letter', 'received']",#royalmail your tracking a parcel voice recognition system is crap. Said my ref like 4 times and the bitch still gets it wrong.
12037,1.2414208184853053e+18,kal_lambert,"['card', 'sent', 'letter', 'received']",#royalmail i spoke to my postman this morning. He's was sent out with his colleague in a van. There's no 2m gap 🙁🙁🙁 He said he wanted to be sent out on his own but was not allowed. Please #royalmail can you reorganise your staff to keep them safe 😷😷
12038,1.2417390617291325e+18,Drewxyz,"['card', 'sent', 'letter', 'received']","Ah good old #royalmail sent 2 cards too Australia at exactly the same time, one turned up days ago the other is currently lost... strangely enough I’m not surprised about this ☹️ #useless"
12039,1.2486229997936148e+18,sharifowadally,"['card', 'sent', 'letter', 'received']","Forgot that I had this CCTV footage of the post being delivered by @RoyalMail to some tenants!  Clearly the extra 2 steps required to place the letters on the box is too much for the Postie!
#royalmail #trytrytry #airmail "
12040,1.2855494262626304e+18,beckamoody,"['card', 'sent', 'letter', 'received']",Thanks #royalmail for how my letter was delivered. Envelope split both sides. Luckily the contents wasn’t private or including anything that could’ve got lost 🙄 
12041,1.296084838731178e+18,SFabiani67,"['card', 'sent', 'letter', 'received']",Just received these. They are so beautiful. #RoyalMail #Sherlock 
12042,1.3247413562632315e+18,EmilyGoodison,"['card', 'sent', 'letter', 'received']",@RoyalMail my letter than has a sticker on the front saying DO NOT BEND was posted through my letter box FOLDED IN HALF!!! So now the majority of what’s inside is not useable 🤬🤬 why did it need to be folded anyway it could have easily been posted through as it is!! #royalmail 
12043,1.3246408795466834e+18,CarlyPressLtd,"['card', 'sent', 'letter', 'received']","We are not sure if the Coca-Cola advert has been on TV but Christmas is coming 🎅 Here are the last post dates for Royal Mail - time to put your feet up, write some Christmas Cards and watch Home Alone! #Christmas2020 #ChristmasCards #RoyalMail "
12044,1.325125911998591e+18,ScarlettEllaDe1,"['card', 'sent', 'letter', 'received']","I have put international shipping back on my #etsyshop WOW #RoyalMail have stuck the prices up since lockdown back in March. 

Any of my UK followers ship to the #US may I ask who you tend to use?"
12046,1.3393417384613274e+18,SquealsforT,"['card', 'sent', 'letter', 'received']","I’ve had 1st class orders sent out on the 6th that have only just arrived, and others still out in limbo. If you’re posting anything as late as the 21st you’ve got no flipping chance😑😂

#royalmail #royalmaildelays 

"
12047,1.36199696669628e+18,palmer_sjp,"['card', 'sent', 'letter', 'received']","Two parcels still missing and have been for months, I am wondering where these things go to. #missingmail #royalmail"
12048,1.3641305716859249e+18,MrsGtweets20,"['card', 'sent', 'letter', 'received']",My fabulous postman knocked at 7am with packages for me saying he thought I might need them for school.  So he dropped to me before the rest of the streets. I’m so grateful to all the @RoyalMail staff and all delivery people. Thank you ! #RoyalMail 
12049,1.3969376382973624e+18,dimurton,"['card', 'sent', 'letter', 'received']","@UKSFO @actionfrauduk 
2nd time I’ve received this text. Needless to say I didn’t click on the link to give my bank details!!
Hope you can use the number?? #royalmail "
12050,1.4185831622261023e+18,Rachelmj12,"['card', 'sent', 'letter', 'received']","⁦@MHC_UK⁩ our second card going to postbox today sending positive vibes from Cheshire to Lancashire 
#kindnessbypost #royalmail "
12051,1.4635644124390646e+18,GoodBallByDixon,"['card', 'sent', 'letter', 'received']","Wow, more letter box spam than my inbox today. Is it #royalmail posties putting this junk though my door?  Did get one letter though. Hang on, it's a bill 🤔 "
12052,1.4645942239326126e+18,CCTracey,"['card', 'sent', 'letter', 'received']","So @RoyalMail @RoyalMailHelp why was my package that could easily have been left in my side cupboard, and in fact on the calling card, cupboard has been written and then scrubbed out, then thrown over my fence and left in the rain ?? #shitservice #royalmail "
12053,1.468540446846636e+18,markavfcreadutv,"['card', 'sent', 'letter', 'received']",#royalmail Where's my parcel becoming a joke now 
12054,1.471168339024261e+18,k9myp,"['card', 'sent', 'letter', 'received']",@RoyalMail I apparently missed a delivery for an ebay order today but haven't been left a card. What is concerning is I was at home all day. How do I sort this out? #nothappy #royalmail
12055,1.474417975646118e+18,vickisud76,"['card', 'sent', 'letter', 'received']",I changed plans to go scotland due to covid and sent Xmas parcels by post. What a fiasco. I sent Monday by parcelforce 48hrs guaranteed. The post office accidentally gave parcel to Royal Mail and not parcelforce and now no one knows where it is 🙄#fiasco #royalmail #parcelforce
12056,1.486542813856768e+18,Hydra_Saiko,"['card', 'sent', 'letter', 'received']","@RoyalMailHelp @RoyalMail
#royalmail seriously think even with a stop off during its flight to the UK, that you have my parcel but not scanned it... no way its been on a flight for near 5 days "
12058,1.4969085246973133e+18,katplowman,"['card', 'sent', 'letter', 'received']","#royalmail louise in customer service support.
Attention all… when sending a parcel if the postcode is right the name is right and the postman decided to deliver to 21 instead of 211 that’s okay !!"
12059,1.5085207736774697e+18,J_Barrowman_Fan,"['card', 'sent', 'letter', 'received']",Yay thanks for NOT delivering my parcel today #Royalmail ... now it probably be delivered tomorrow when no one is in! 😡🙈🙄😑
12060,1.5345434613696676e+18,DarthKoth,"['card', 'sent', 'letter', 'received']","#royalmail do my head in, feels like I have to chase parcels far too often"
12061,1.5755450707485164e+18,MissSammyJ_,"['card', 'sent', 'letter', 'received']","@RoyalMail I need to contact someone urgently,  my item from the states had been with yourselves since 13th September,  they sent this first class to me as I need it for work this weekend, I need to contact someone ASAP!  #royalmail"
12062,1.5867437031457464e+18,jordan_dearn,"['card', 'sent', 'letter', 'received']",#Evri done a wonderful job delivering my package to a random house with no chance of getting it back. Makes you want to use them over #RoyalMail or #DPD 🙈
12063,1.592228559992623e+18,MTorezwriting,"['card', 'sent', 'letter', 'received']","Eye, I paid a lot for signed delivery only to get this for a few days. Please sort it out @RoyalMail  this is unacceptable. Will paying customers get any compensation? 

#royalmail "
12064,1.5991496797190267e+18,pencilpencil_,"['card', 'sent', 'letter', 'received']","Just received my first “where is my order” message of the season 🙄 Here we go again with the worst part of running a #smallbusiness 😫 I send orders out faster than advertised / same / next day but it’s never enough 🥀 I’m so done 👎🏼

#mhhsbd #queenof #royalmail #christmas "
12065,1.6241530119361905e+18,JohnWH79,"['card', 'sent', 'letter', 'received']","Reckon they could tell me where my missing parcels are? If anyone gets hold of the data, let me know? Someone has got my coffee orders 👿

#royalmail #cyberattack

"
12066,1.6246734746681016e+18,MissAuroraAdams,"['card', 'sent', 'letter', 'received']",My package from #Evri actually arrived like this! Goes to show changing a name doesn’t magically improve the service. If only websites would let you select #royalmail as the postage option. I’d gladly pay extra. #Hermes #postagefail 👎 
12067,1.6294834535939113e+18,haylowbabe,"['card', 'sent', 'letter', 'received']",Just pisses me off just fucking lob my parcels over the fence #royalmail
12068,1.630950219763286e+18,Theartofjewell1,"['card', 'sent', 'letter', 'received']","🔶️ We are now OPEN for international orders 🔶️
International postage has finally resumed after the cyber attack that hit Royal Mail in early January and our #Etsy shop is fully open again!
#theartofjewelleryuk #open #weareopen #openforbusiness #royalmail #internationalpost "
12073,7.767648830314578e+17,HERNEBAY365,"['strike', 'uk', 'card', 'week']",#royalmail @RoyalMail every time there moving our bin we are sick of it there have been asked to to us the sort cut 
12083,7.920110418908324e+17,HobsonClaire,"['strike', 'uk', 'card', 'week']",Also missed a trick by not considering #employeeownership for frontline employees cf #royalmail (imho RM scheme shdhv been more ambitious) 
12090,8.122488796096143e+17,SEP_Britain,"['strike', 'uk', 'card', 'week']",UK unions seek to head off further strikes   #southernstrike #royalmail 
12116,8.957654266423091e+17,Zx1215700Zhu,"['strike', 'uk', 'card', 'week']",Stupid #RoyalMail seems have lost my BRP card in the post. WTF
12120,9.155813640990597e+17,VladimirUlusoy,"['strike', 'uk', 'card', 'week']",#RoyalMail what a wind fall for Amazon if the postmen and parcel delivery service of the R.M.go on strike.Think again Your jobs will go.
12122,9.155216414756413e+17,LGaccountants,"['strike', 'uk', 'card', 'week']",#RoyalMail strike over pension scheme changes could impact Christmas  #pensionsuk #ATSOPRO  
12127,9.217081435073987e+17,Chrissy_Cage,"['strike', 'uk', 'card', 'week']",All #RoyalMail workers are idiots and theives
12129,9.228837020944138e+17,toothisoutthere,"['strike', 'uk', 'card', 'week']",The #RoyalMail are amassing their troops on the border 
12141,9.53290434356351e+17,patrickihartley,"['strike', 'uk', 'card', 'week']",The elastic band harvest I collected left by @RoyalMail walking only 1side of 2streets past apx 50 homes over 2 days. Our postie does a great job but can Royal Mail please ask their team to not drop their elastic bands. Not good for the local wildlife @royalmailnews #royalmail 
12143,9.707072833018839e+17,kiff13,"['strike', 'uk', 'card', 'week']","Still no post in Loose, Maidstone #RoyalMail really!!! 🤬"
12171,1.068266011235926e+18,slowreadersclas,"['strike', 'uk', 'card', 'week']",@DBentleyMiller @RoyalMail saw this and how lovely - wept buckets thinking that people do care really #RoyalMail
12201,1.1965448391076495e+18,MeadowW425,"['strike', 'uk', 'card', 'week']",Poll Card arrived no strikes till Brexit then #RoyalMail
12212,1.225427881976828e+18,strangecurios,"['strike', 'uk', 'card', 'week']",@HandmadeHour #RoyalMail Only have to walk 50yds to village post box &amp; postie takes em.  No trawling to post office 5 miles away.
12218,1.244354779788333e+18,georgiajaa,"['strike', 'uk', 'card', 'week']",Keeping my knockers clean for the postman! 😃 #RoyalMail 
12238,1.2762490811454177e+18,PerthshirePrese,"['strike', 'uk', 'card', 'week']",It will soon look like a post box #royalmail.
12241,1.2829223638442762e+18,ryannicholas8,"['strike', 'uk', 'card', 'week']",Some postmen need to learn how to drive and not worry about their black and white cat #tosser #royalmail
12249,1.3033944198784492e+18,thompson_wright,"['strike', 'uk', 'card', 'week']","#RoyalMail set for 'material loss' despite jump in parcels

 

#Staffordshire"
12250,1.3033790687257682e+18,LamontPridmore,"['strike', 'uk', 'card', 'week']","#RoyalMail set for 'material loss' despite jump in parcels

 

#Cumbria"
12264,1.3486798431945277e+18,S34Ep,"['strike', 'uk', 'card', 'week']",#RoyalMail workers need a vaccine as well!
12267,1.3554966104033772e+18,chjagger1,"['strike', 'uk', 'card', 'week']",Did the fragile sign make you kick it harder Royal Mail ? #royalmail 
12277,1.3920591263484518e+18,wanderers1960,"['strike', 'uk', 'card', 'week']",#Royalmail update your website I’ve just had to ride up &amp; down station hill empty handed #Telford #Oakengates
12283,1.4228207142021612e+18,350_elsie,"['strike', 'uk', 'card', 'week']",@GreatBr48769413 Love seeing old #RoyalMail vans
12301,1.5092103028895785e+18,guardian,"['strike', 'uk', 'card', 'week']",Royal Mail told workers may strike over alleged ‘fire and rehire’ plans 
12305,1.519370965003686e+18,Sands1611,"['strike', 'uk', 'card', 'week']",@RoyalMail proof of delivery got me 😂😂 mans having a good day #couriers #royalmail #banter 
12314,1.5488854030417306e+18,oostapoosta,"['strike', 'uk', 'card', 'week']",Off to work extra early @RoyalMail hopefully to avoid most of the worst heat. If you see a manual worker today by god offer them a drink #UKHeatwave #kindness #hydrated #11milestogo 
12317,1.5573505340043182e+18,ParcelPostal,"['strike', 'uk', 'card', 'week']","#RoyalMail workers to #strike over pay
#delivery #operations "
12372,8.095032514774917e+17,vee_escapes,"['service', 'uk', 'week', 'going']",They always shove everyone's letters though my door #royalmail
12391,8.552128054563758e+17,elranchorecords,"['service', 'uk', 'week', 'going']",@Rysa808 Sent the T 1st class in the post this avo #royalmail
12397,8.822217827276308e+17,Shone25Shone,"['service', 'uk', 'week', 'going']",Quick service #royalmail! 
12398,8.87205138183721e+17,CuriousDragon_,"['service', 'uk', 'week', 'going']",Pettiness is annoying! Yup -#royalmail
12419,9.409473914019226e+17,menaHoughton101,"['service', 'uk', 'week', 'going']",#royalmail well done 🖒 
12435,9.970722242669322e+17,WinPartnerships,"['service', 'uk', 'week', 'going']",#RoyalMail included!!! 
12441,1.0271405296063365e+18,neillricketts,"['service', 'uk', 'week', 'going']",#royalmail enough said
12467,1.131988280193495e+18,ThomasCoombsAcc,"['service', 'uk', 'week', 'going']","#RoyalMail delivers dividend disappointment to posties
"
12477,1.198533978363437e+18,rodjgrimmer,"['service', 'uk', 'week', 'going']",@TommyMagicPants I will when #royalmail is renationlised 😉
12515,1.329854948310442e+18,Infamousuk,"['service', 'uk', 'week', 'going']",#royalmail well done yesterday
12526,1.3602381678367908e+18,darrenshore,"['service', 'uk', 'week', 'going']","His day will come, horrible man #royalmail 🤬"
12545,1.417455337578373e+18,gestaltz,"['service', 'uk', 'week', 'going']",#RoyalMail are hopeless.
12571,1.5242861119457976e+18,CFCMHUG11,"['service', 'uk', 'week', 'going']",@TerryKomatsu A friend sold me tickets to Everton away posted first class 2 weeks ago arrived yesterday! 😂 #royalmail
12603,7.499929707079516e+17,TimJJohnson1,"['new', 'week', 'uk', 'deliver']",#royalmail this how my post arrived today #emptyenvelope where is the contents? 
12617,7.897981091110912e+17,BeachHutBabe24,"['new', 'week', 'uk', 'deliver']",Kind of in love with my new jackwolfskinofficial walking boots... despite the #royalmail fiasco… 
12626,8.065775640389222e+17,HandlebarHeroes,"['new', 'week', 'uk', 'deliver']",tomorrow is #royalmail #Australia #Christmas last posting day to make sure @handlebarheroes get there before the big day! 
12627,8.083242374465741e+17,westlake_lee,"['new', 'week', 'uk', 'deliver']",Good effort boys #peoplespost plymouth mail centre 
12641,8.56106362627117e+17,GLabour2017,"['new', 'week', 'uk', 'deliver']",#royalmail closures #stgeorgesday 
12653,9.039587803790623e+17,TheSavyel,"['new', 'week', 'uk', 'deliver']",Big red writing not big enough #royalmail ?? #carelesspostmen 
12685,9.63390233038422e+17,LaReich_MyLaD,"['new', 'week', 'uk', 'deliver']","Finally! #royalmail 🇬🇧
Lunch with #teamcloser
and ludymeowsss

#2018… "
12690,9.721363534492918e+17,LaurenMac91,"['new', 'week', 'uk', 'deliver']",Thank you mr postman for not bending my certificate 😑 #royalmail 
12733,1.0787668237709394e+18,WillemBod,"['new', 'week', 'uk', 'deliver']",#RoyalMail in stamp blunder after confusing D-day beaches with Indonesia  
12749,1.1315156556798935e+18,Scotty0148,"['new', 'week', 'uk', 'deliver']",Literally about to leave for Florida and typically the postie is fucking late!! Where’s ma Rangers top ya banger!! #Royalmail
12782,1.2022530229796413e+18,NellDixon,"['new', 'week', 'uk', 'deliver']",post has only just arrived #royalmail
12796,1.2413413371081277e+18,baz_bloomfield,"['new', 'week', 'uk', 'deliver']",@CharlieCW Housework for me... then it’s return to work tomorrow night #royalmail
12814,1.2871304400972431e+18,RarasRules,"['new', 'week', 'uk', 'deliver']",Todmorden home of really old postboxes. #royalmail 
12816,1.303853504138797e+18,SAXONMediaProd,"['new', 'week', 'uk', 'deliver']",#RoyalMail in talks to permanently ditch Saturday deliveries 
12829,1.3359619826132623e+18,mrstrumpton,"['new', 'week', 'uk', 'deliver']",#royalmail your parcel delivery service is crap!
12892,1.5250041647613665e+18,AndrewVenthem,"['new', 'week', 'uk', 'deliver']",Things we have to deliver!! #royalmail 
12909,1.5798576646951035e+18,TheDonster10,"['new', 'week', 'uk', 'deliver']",Amazing the geezer on Eastenders gets a new uniform whilst my nuts are hanging out of mine and told we can’t have any new uniform😂 #RoyalMail 
12928,1.62367037165944e+18,nigel73200304,"['new', 'week', 'uk', 'deliver']","@dearaunty the #royalmail 
are taking the "
12935,7.60214880519594e+17,zeenix,"['time', 'service', 'customer', 'mail']",#RoyalMail wants £125 for redirecting mail to Sweden for just 3 months. #ripoff like everything in this country :(
12938,7.717739152071762e+17,charlycropbish,"['time', 'service', 'customer', 'mail']",@RoyalMail don't care if one of their employees fakes your signature and lies about a delivery #terriblecustomerservice #Royalmail
12943,7.916475417083863e+17,EPSFranking,"['time', 'service', 'customer', 'mail']",#RoyalMail last posting dates for Christmas 2016  
12946,8.046554775482614e+17,ValBod1,"['time', 'service', 'customer', 'mail']",.Great visit from @AlunCairns to VofG delivery office early this morning @royalmailnews #royalmail remember last posting dates and postcodes 
12948,8.176882829308109e+17,Drewxyz,"['time', 'service', 'customer', 'mail']","Someone tell me again how the shit #royalmail can take a parcel, send it and then say there owed postage ! How does that happen ! #useless"
12953,8.265049455160238e+17,naomimilward41,"['time', 'service', 'customer', 'mail']",Yet further failings by @RoyalMail useless redirection service #royalmail Dreading raising this further #poorservice with their rude staff.
12958,8.528297966145536e+17,DeanParamount,"['time', 'service', 'customer', 'mail']",@myhermes Lots of lost/stolen parcels maybe time to use honest couriers I guess? Must be good for #royalmail @RoyalMail
12961,8.596962758470738e+17,flowersbymarion,"['time', 'service', 'customer', 'mail']",This could be the answer to postal dilemmas in Crayford #postoffice #royalmail 
12963,8.735134300194284e+17,Lalliebird,"['time', 'service', 'customer', 'mail']","More @RoyalMail #royalmail violence through my letterbox this morning. Getting to be a habit. Complaint submitted. Pride in your work, sir? "
12966,8.966946904010752e+17,OnspotSolutions,"['time', 'service', 'customer', 'mail']","
A #fake letter going out and trying to scam citizens draws ire from the #RoyalMail  #Post office 
#UK #citizen"
12968,9.042855181203251e+17,scalyonee1977,"['time', 'service', 'customer', 'mail']",@RoyalMail #royalmail deliberately making it very difficult to for customers to process claims &amp; expecting customers to wait a month! #disgusting 
12969,9.062870314075668e+17,CourtneyR_Green,"['time', 'service', 'customer', 'mail']",How can I check how much postage something will be??? #royalmail #help @PostOffice
12970,9.079679478214697e+17,thegingaman,"['time', 'service', 'customer', 'mail']",Amazing Royalmail is unable to deliver to a business address that’s manned 20 hours a day DHL &amp; DPD never have problems #royalmail #dhl #dpd
12971,9.163907433501368e+17,Kagsy,"['time', 'service', 'customer', 'mail']",#Shefford #RoyalMail row: poor decision making by some jobsworth ! Have a word... 
12972,9.206842942044692e+17,Simmo_01925,"['time', 'service', 'customer', 'mail']",@RoyalMail No point me dm’ing the tracking number if you don’t follow up a response just more #poorservice #royalmail
12974,9.223689560899953e+17,Emma_L_R,"['time', 'service', 'customer', 'mail']",As I already stated - not about the postie but a system that doesn't work hard enough for customer needs. #RoyalMail 
12978,9.355325470266204e+17,celtic_mist,"['time', 'service', 'customer', 'mail']",Their customer service isn't fit for purpose #RoyalMail #Rubbish 
12981,9.489707393817354e+17,anteggs49,"['time', 'service', 'customer', 'mail']","#RoyalMail should tell the truth then You state 'we aim to delivery 1st class mail the next day' you should change it to 'we may deliver your mail when we feel like it'
#incompetent "
12985,9.769110897987052e+17,maymee86,"['time', 'service', 'customer', 'mail']",Well @RoyalMail that's some safe delivery effected right there or someone is trying to post something OUT my letterbox! Good job! 😒 #postman #royalmail 
12986,9.775732463326986e+17,jtuckeropinions,"['time', 'service', 'customer', 'mail']",#Royalmail deliver junk mail. That's all their good for.
12989,9.850653607381852e+17,OnlyInSweden,"['time', 'service', 'customer', 'mail']",Only in #Sweden does @PostNordSverige make you pay VAT and then lose your package. 
12998,1.0119232929435034e+18,JohnFIrwin,"['time', 'service', 'customer', 'mail']",@RoyalMail is it best policy to ignore your re-delivery service as you can’t do next day as you will attempt to deliver the next day anyway? Still no idea if my redelivery will it be today or tomorrow #RoyalMail #NoHuman2Talk2
13002,1.0322113855963013e+18,philhome1962,"['time', 'service', 'customer', 'mail']",There are some shocking company’s out there Uber Ryanair Starbucks but Royal Mail you are the pits #royalmail
13004,1.0395126817224704e+18,ames3351,"['time', 'service', 'customer', 'mail']","@RoyalMailHelp Can someone reply to my DM you’ve just ignored it been two days now, bit rude #royalmail"
13009,1.0543120192964362e+18,kirsty_hutson,"['time', 'service', 'customer', 'mail']",@RoyalMail forever giving me other people’s post and don’t answer there customer service line #dreadful #royalmail 
13010,1.0579609318949233e+18,ccmelondon,"['time', 'service', 'customer', 'mail']",#royalmail  Missing parcel.. I need a number to speak to someone not a automated answer phone which isn't helpful at all.  URGENT!
13013,1.0691730063359672e+18,crazyitalian7,"['time', 'service', 'customer', 'mail']",#royalmail get a lot a criticism from some people only fair to share the positive things they do. Great gesture from Sean Milligan 
13014,1.0703066077105644e+18,MarshallShoes,"['time', 'service', 'customer', 'mail']",Can you believe it - only 1 take 
13017,1.0832677080519557e+18,highflyeryyzlgw,"['time', 'service', 'customer', 'mail']",#royalmail Fuck You and your Shitty Service!!!!!
13025,1.1293794924918579e+18,tjer222,"['time', 'service', 'customer', 'mail']",@RoyalMailHelp as you haven’t answered me in a DM since yesterday can you let me know what postal address formal complaints and compensation claims can be made too? #royalmailhelp #royalmail #poorservice
13030,1.1515402051717407e+18,sianmjrees,"['time', 'service', 'customer', 'mail']",#royalmail #signeddelivery how is it royal mail delivered a parcel to me with a request for a signature.. no card and no idea where my signed for parcel is? Pathetic excuse for delivery service
13035,1.1717102859478426e+18,coxyhockeychick,"['time', 'service', 'customer', 'mail']","Dear #RoyalMail when a parcel has a set delivery time and day,  it doesn't mean oh well cba just give it to the old postie to do the next day! #Lazy"
